Content:,Emissions by country and main source category,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compound:,CH4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start year:,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
End year:,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit:,kt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"How to cite the dataset: EDGAR (Emissions Database for Global Atmospheric Research) Community GHG Database (a collaboration between the European Commission, Joint Research Centre (JRC), the International Energy Agency (IEA), and comprising IEA-EDGAR CO2, EDGAR CH4, EDGAR N2O, EDGAR F-GASES version 7.0, (2022) European Commission",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Users of the data are obliged to acknowledge the source of the data with a reference to the EDGARv7.0_GHG website (https://edgar.jrc.ec.europa.eu/dataset_ghg70), to Crippa et. al. (2022) and to the DOI (https://data.europa.eu/doi/10.2904/JRC_DATASET_EDGAR)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data download:,https://edgar.jrc.ec.europa.eu/dataset_ghg70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPCC_annex,C_group_IM24_sh,Country_code_A3,Name,ipcc_code_2006_for_standard_report,ipcc_code_2006_for_standard_report_name,Substance,fossil_bio,Y_1970,Y_1971,Y_1972,Y_1973,Y_1974,Y_1975,Y_1976,Y_1977,Y_1978,Y_1979,Y_1980,Y_1981,Y_1982,Y_1983,Y_1984,Y_1985,Y_1986,Y_1987,Y_1988,Y_1989,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018,Y_2019,Y_2020,Y_2021
Non-Annex_I,Rest Central America,ABW,Aruba,1.A.3.e,Other Transportation,CH4,fossil,,,,,,,,,,1.10119E-06,1.10119E-06,1.10578E-06,1.1374E-06,1.31833E-06,1.40942E-06,1.382E-06,1.35398E-06,1.26241E-06,4.34775E-06,5.06011E-06,3.80652E-05,4.43531E-05,5.90614E-05,0.000682286,0.000756108,0.000789494,0.000534605,0.000741114,0.000807277,0.000843214,0.000144083,0.000154009,0.000155684,0.000203346,0.00025105,0.000280711,0.000304956,0.000283806,0.000257109,0.000259006,0.000642581,0.000780087,0.00098773,0.000952534,0.000958531,0.000965821,0.000853624,0.000675273,0.000679244,0.000700186,0.00057786,0.000643801
Non-Annex_I,Rest Central America,ABW,Aruba,1.A.4,Residential and other sectors,CH4,fossil,0.001473048,0.001473048,0.001483519,0.001614703,0.001625173,0.001852236,0.002033025,0.002038932,0.002038193,0.002060246,0.002145148,0.002289015,0.001883321,0.002249843,0.00269672,0.002960121,0.002812852,0.002789152,0.004961365,0.005518348,0.005592722,0.006091966,0.006776305,0.006472843,0.007279557,0.007190351,0.005667645,0.007689161,0.010901145,0.012782144,0.013444942,0.013369336,0.013056799,0.01502453,0.014521421,0.014995775,0.012920957,0.012829235,0.012238842,0.012709372,0.007361107,0.01093123,0.015766122,0.019430556,0.015283415,0.01396827,0.014572161,0.013287548,0.015105876,0.015488147,0.013247428,0.01464373
Non-Annex_I,Rest Central America,ABW,Aruba,1.A.5,Non-Specified,CH4,fossil,0.01991815,0.01991815,0.020462821,0.023835532,0.022485826,0.020903463,0.01776546,0.0184013,0.016517282,0.016807535,0.015089707,0.023754646,0.016187273,0.010622173,0.009357624,0.004505046,0.004671588,0.004402784,0.017066252,0.025030665,0.024003802,0.026749325,0.030075565,0.026365799,0.02724202,0.029369473,0.019806157,0.029884083,0.007134979,0.011924627,0.009898288,0.011148101,0.011860805,0.013110372,0.012072565,0.009539243,0.009651538,0.010570613,0.007498498,0.010061402,0.00085823,0.000668003,0.001813417,0.003018892,0.003009936,0.002808619,0.00263482,0.002757633,0.003021503,0.003080705,0.00310711,0.003321591
Non-Annex_I,Rest Central America,ABW,Aruba,1.B.2,Oil and Natural Gas,CH4,fossil,0.000743671,0.000743671,0.000723315,0.000924381,0.000729446,0.000534153,0.000580938,0.000891644,0.000586533,0.000559271,0.000665816,0.000521617,0.000596105,0.00055511,0.000473017,0.000120716,4.64001E-05,5.60906E-05,0.000183305,0.000221545,0.000369796,0.013932361,0.002438042,0.002799271,0.003413841,0.003285581,0.002728471,0.003994109,0.003453517,0.004355251,2.056147514,1.840109339,1.841815369,1.976908541,2.21328652,2.232226927,1.229190052,1.248958642,1.117362895,0.987550279,0.640460672,0.842030807,0.113989244,,,,,,,,,
Non-Annex_I,Rest Central America,ABW,Aruba,4.A,Solid Waste Disposal,CH4,fossil,0.310026656,0.350206067,0.35239826,0.354618863,0.356221509,0.35692893,0.356485487,0.355133262,0.353460439,0.352493043,0.352866439,0.355249028,0.359462391,0.364277805,0.367985937,0.369227348,0.367199352,0.362569567,0.357963675,0.357079425,0.362708316,0.375586158,0.392900277,0.414149967,0.436069117,0.451728083,0.461093234,0.471207052,0.476026896,0.479055357,0.486938484,0.488647893,0.489209313,0.493419179,0.501325976,0.502867792,0.501607686,0.49916255,0.494201672,0.480276973,0.471522325,0.473467,0.473424949,0.477507863,0.479625116,0.480194043,0.482857539,0.486891717,0.49084274,0.494029198,0.497236342,0.500720068
Non-Annex_I,Rest Central America,ABW,Aruba,4.C,Incineration and Open Burning of Waste,CH4,fossil,0.013632,0.0136852,0.0137392,0.0137852,0.0138112,0.0138112,0.01378,0.0137256,0.0136664,0.0136288,0.0136296,0.0136856,0.0137912,0.0139148,0.0140132,0.0140608,0.0140324,0.0139524,0.0138984,0.0139788,0.0142596,0.0147716,0.015472,0.01626,0.0169964,0.017582,0.0179832,0.0182336,0.0183816,0.0185024,0.0186488,0.0189724,0.0193164,0.0196628,0.0199832,0.020258,0.020546,0.020818,0.0210908,0.0212968,0.021504,0.0216908,0.021822144,0.02195172,0.022083063,0.022213523,0.022318068,0.022422612,0.022527157,0.022642244,0.02275792,0.022866799
Non-Annex_I,Rest Central America,ABW,Aruba,4.D,Wastewater Treatment and Discharge,CH4,fossil,0.33243916,0.314142906,0.315642457,0.317150035,0.318029684,0.318085791,0.31709288,0.315323469,0.313334789,0.312080285,0.312069773,0.314208315,0.31793339,0.322054632,0.325024207,0.32568804,0.323397197,0.318897887,0.314700641,0.314150353,0.319586281,0.331669929,0.34958054,0.370802489,0.391587635,0.409396745,0.423350582,0.434094127,0.442659162,0.450712096,0.459358614,0.467109365,0.474963333,0.482331439,0.488051764,0.491554463,0.49554969,0.497515854,0.498228874,0.49877944,0.499900523,0.501808145,0.50438199,0.507375801,0.510357068,0.513030477,0.515381231,0.517537362,0.519513508,0.522902278,0.526313152,0.528969687
Non-Annex_I,India +,AFG,Afghanistan,1.A.1.a,Main Activity Electricity and Heat Production,CH4,bio,3.82845E-05,3.92434E-05,4.00625E-05,3.91478E-05,3.92264E-05,4.65224E-05,4.73137E-05,4.75367E-05,5.47719E-05,0.000243928,0.000244635,0.000242193,0.000245031,0.000241506,0.000239216,0.000239941,0.000232497,0.000234184,0.000239252,0.000247391,0.000257494,0.000264793,0.000282273,0.000303282,0.000325993,0.00058359,0.000623021,0.00048557,0.000503616,,,0.001751675,0.002229741,0.004717967,0.00492356,0.00521504,0.005516137,0.005857337,0.006173033,0.006423317,0.007127853,0.007645895,0.008453903,0.009098826,0.009907009,0.010620221,0.011403187,0.012209357,0.012919109,0.0131101,0.013765572,0.014456659
Non-Annex_I,India +,AFG,Afghanistan,1.A.2,Manufacturing Industries and Construction,CH4,bio,,,,,,,,,,4.07805E-05,,0.000161962,0.000262006,0.000662686,0.000650303,0.000576281,0.000210679,0.000450513,0.000260301,0.000594174,0.004069312,0.004316667,0.004486574,0.004786696,0.005314357,0.009727645,0.010286242,0.011144812,0.01165368,0.012682455,0.047928211,0.045411929,0.05015197,0.04768479,0.050072285,0.048527934,0.050373573,0.044256689,0.041802208,0.038520587,0.036182417,0.039785884,0.039221836,0.041740473,0.047328474,0.047489024,0.039359381,0.044169499,0.042772282,0.043869372,0.044667472,0.044667472
Non-Annex_I,India +,AFG,Afghanistan,1.A.4,Residential and other sectors,CH4,bio,0.805540479,0.823796216,0.856216252,0.852943318,0.869936075,0.898182972,0.927011687,0.938996849,0.961793917,0.984489382,1.007282848,0.994349589,0.973615756,0.959194705,0.916863158,0.937132485,0.920439248,0.935337044,0.962390138,0.998600791,1.064403043,1.0981659,1.18030639,1.289352527,1.385258915,2.416926533,3.042920927,3.26658815,3.428341163,3.639298196,3.893502055,3.986640738,4.166773991,4.267576274,4.374433038,4.4871573,4.586283308,4.678133702,4.7752171,4.875755041,4.985531442,5.066490505,5.173547121,5.273545901,5.380257117,5.484721946,5.585098536,5.681615732,5.571536159,5.641745618,5.749862095,5.749862095
Non-Annex_I,India +,AFG,Afghanistan,1.A.5,Non-Specified,CH4,bio,,,,,,,,,,,,,,,,,,0.000624949,0.000638474,0.000660193,0.000755114,0.000854171,0.000910559,0.001138419,0.001309708,0.002344629,0.002503046,0.002835731,0.002941119,0.008293175,0.009709512,0.010645831,0.010884816,0.010954523,0.016420726,0.0114897,0.011633903,0.012068722,0.012387216,0.019167077,0.018967346,0.008847022,0.008909039,0.009014051,0.0079741,0.008775338,0.008940397,0.008167036,0.007144161,0.006647342,0.006801654,0.006801654
Non-Annex_I,India +,AFG,Afghanistan,1.B.1,Solid Fuels,CH4,bio,1.664901438,1.6677075,1.761629641,1.713986523,1.798076587,1.799547096,1.835548829,1.860599678,1.842286953,1.869958507,1.829099237,1.785001034,1.670112389,1.591156354,1.517531946,1.54919876,1.488499709,1.498519401,1.53327285,1.57757854,1.661980747,1.701318166,1.810669717,2.004589602,2.190464531,3.407181556,3.779936858,4.160725857,4.411327517,4.752076445,5.430775567,5.605918137,5.784238781,6.015273259,6.180256509,6.53648823,6.709982264,6.877577684,7.129265451,7.305229934,7.571086392,7.806577024,7.991222904,8.257406364,8.443141209,8.710840713,8.981101874,9.233046138,9.180625152,9.400251151,9.662091697,9.662091697
Non-Annex_I,India +,AFG,Afghanistan,3.C.1,Emissions from biomass burning,CH4,bio,2.327857033,2.275644332,2.698208441,2.735020241,2.77146821,2.848153607,2.912012982,2.703060391,2.809661181,2.681153493,2.571332441,2.46763458,2.365777982,2.269305656,2.17182273,2.064579771,1.96608196,2.179097874,1.94577518,1.858028359,1.782638297,1.821404325,1.710367392,2.011120546,2.116195432,2.135865263,2.19574074,2.419385307,2.51485445,2.175070923,1.517829034,1.528321003,2.298584603,2.83088826,2.306305692,3.336469589,2.888528129,3.49675245,2.488595757,3.907677834,3.585344222,2.927664332,3.872417438,3.944067068,4.100485069,3.536196727,3.39713604,3.027357027,2.557029672,3.44535077,3.737388863,3.491878007
Non-Annex_I,India +,AFG,Afghanistan,1.A.1.a,Main Activity Electricity and Heat Production,CH4,fossil,0.001598785,0.001598785,0.003185778,0.004397584,0.005310991,0.005355246,0.00633697,0.011568579,0.006385828,0.00688148,0.007040213,0.008274858,0.008287458,0.011754919,0.011155622,0.01631398,0.016565299,0.018397566,0.016985723,0.014534687,0.014322438,0.013234538,0.007962804,0.008560911,0.006363576,0.008491463,0.008884316,0.009023663,0.010700862,0.010150051,0.009334508,0.009676318,0.008991628,0.013209648,0.012133121,0.016401165,0.018148474,0.032447985,0.050581991,0.068766762,0.072810933,0.094343022,0.086425121,0.084006597,0.084278056,0.086779641,0.082866833,0.089746066,0.094801942,0.086253227,0.088592763,0.090938218
Non-Annex_I,India +,AFG,Afghanistan,1.A.1.bc,Petroleum Refining - Manufacture of Solid Fuels and Other Energy Industries,CH4,fossil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00009315,0.0001107,6.01364E-05,0.0001905,0.000260446,0.000239519,0.00033054,0.000417345,0.000198451,0.007225509,0.01705096,0.01845984,0.011973127,0.010599865,0.008150683,0.008341796,0.007930184
Non-Annex_I,India +,AFG,Afghanistan,1.A.2,Manufacturing Industries and Construction,CH4,fossil,0.004313174,0.004313174,0.00295581,0.00305623,0.003478601,0.003700652,0.003752649,0.005379144,0.00528334,0.006008325,0.005810769,0.008667312,0.005920827,0.006879698,0.008409848,0.038733421,0.040536072,0.042637274,0.035324956,0.031296176,0.027897402,0.024602881,0.003923482,0.00359045,0.004347267,0.004423923,0.003956645,0.003549556,0.003529802,0.003943023,0.006487663,0.00834174,0.009325404,0.010604697,0.008599829,0.01107437,0.011760292,0.047316701,0.085675601,0.124023324,0.144549606,0.307270905,0.234550034,0.243172832,0.276920861,0.197766673,0.206166214,0.269551554,0.299960447,0.289827609,0.303669192,0.307982858
Non-Annex_I,India +,AFG,Afghanistan,1.A.3.a,Civil Aviation,CH4,fossil,0.000299457,0.000299457,0.000371697,0.000317367,0.000206397,0.000190751,0.000185635,0.000216547,0.000177725,0.000234596,0.000273222,0.000339707,0.00031576,0.000589949,0.000701088,0.001216939,0.00078602,0.001095065,0.001068121,0.001096365,0.001137131,0.001056514,0.00060427,0.000599173,0.000519542,0.000547746,0.000657814,0.000556726,0.000507274,0.000439071,0.000395102,0.000297578,0.000111152,0.000141109,0.000132172,0.000202191,0.000230319,0.000238492,0.000565613,0.000996529,0.000780392,0.001386813,0.001265763,0.001065846,0.000817628,0.001000471,0.000707366,0.000734647,0.000901564,0.000733858,0.000394522,0.000357326
Non-Annex_I,India +,AFG,Afghanistan,1.A.3.b_noRES,Road Transportation no resuspension,CH4,fossil,0.062500238,0.068336446,0.076399739,0.077040976,0.067030019,0.073038916,0.071311384,0.079034748,0.090506915,0.098068174,0.102993948,0.12929428,0.143294626,0.201037883,0.189625238,0.194342172,0.172030953,0.211219601,0.204299117,0.207883023,0.216747739,0.223716582,0.143335218,0.15804242,0.177242031,0.181591929,0.176745735,0.172866182,0.173485575,0.156237524,0.102341955,0.085005622,0.079179616,0.101028373,0.077202661,0.144910919,0.15138307,0.13502716,0.425098244,0.820708269,1.109427073,1.518901555,1.166286597,0.658028976,0.44180635,0.519788652,0.364497817,0.322364499,0.477236754,0.388233606,0.39608051,0.41129302
Non-Annex_I,India +,AFG,Afghanistan,1.A.3.d,Water-borne Navigation,CH4,fossil,0.0006747,0.0006747,0.000780912,0.0007447,0.000885912,0.002510462,0.001809249,0.002343949,0.002237737,0.002378949,0.002166524,0.002954524,0.002854813,0.003794712,0.004616657,0.006932088,0.006432497,0.006279668,0.006732634,0.004444723,0.003544069,0.003342432,0.001719755,0.001397031,0.001405463,0.001369103,0.001346942,0.001289852,0.001163062,0.000902066,0.002918531,0.002947259,0.002720201,0.003331181,0.003113918,0.004631718,0.005944627,0.005354977,0.011903808,0.018063124,0.01834968,0.020754015,0.020529101,0.01378061,0.011504757,0.013469648,0.011470022,0.010563318,0.013178622,0.010727183,0.010943643,0.011373837
Non-Annex_I,India +,AFG,Afghanistan,1.A.3.e,Other Transportation,CH4,fossil,,,,,,,,,,,,,,,,,,,,,,,,0.00045849,0.000486786,0.000571546,0.0005513,0.000552794,0.000568072,0.000591017,0.000451828,0.000475125,0.000432152,0.000641005,0.000533749,0.000815798,0.000946201,0.001140093,0.002512162,0.003812995,0.007476642,0.009259482,0.008802808,0.006958966,0.005107058,0.005876038,0.005066772,0.005144044,0.00649503,0.005286835,0.005393517,0.005605535
Non-Annex_I,India +,AFG,Afghanistan,1.A.4,Residential and other sectors,CH4,fossil,0.002126038,0.002126038,0.00219602,0.002090899,0.00247225,0.003713416,0.003417782,0.003876025,0.003566996,0.003921038,0.004768264,0.004204327,0.004018867,0.005093585,0.004872115,0.008053674,0.010643922,0.010795388,0.010255995,0.010205537,0.019759928,0.014475956,0.008548818,0.008377241,0.007824818,0.005696479,0.005479631,0.005453037,0.005510797,0.005541074,0.002315511,0.002379301,0.001834494,0.002549633,0.002561476,0.003637152,0.004625358,0.006686003,0.01373381,0.031975241,0.029708926,0.035688846,0.029809071,0.023572271,0.018105087,0.019017854,0.015762516,0.016803001,0.018709179,0.015195878,0.015504576,0.016056731
Non-Annex_I,India +,AFG,Afghanistan,1.A.5,Non-Specified,CH4,fossil,0.088066521,0.088066521,0.06789105,0.085684332,0.111416941,0.092096124,0.073421325,0.073859073,0.067300454,0.071952767,0.064086015,0.073605124,0.079415496,0.11517417,0.130567088,0.286774739,0.281182782,0.227991041,0.192553298,0.192616522,0.194879627,0.180057754,0.060892248,0.052475073,0.068884447,0.040851442,0.034083975,0.037696974,0.031214855,0.03146457,0.000875383,0.001502702,0.001292602,0.001871614,0.001962754,0.002309956,0.00348453,0.002538654,0.00483331,0.029896309,0.017026856,0.024960775,0.024406197,0.015034715,0.013005156,0.023617228,0.016410284,0.013532343,0.008662684,0.007057356,0.007200919,0.007482902
